u,v,key,length,highway,name
149678059,1436939453,0,57.91768672568082,tertiary,West Carolina Street
149678063,149678059,0,59.70404527071579,residential,Marplay
149678063,150071268,0,62.2667109985628,residential,Playmoor Street
149678063,150071264,0,58.57816300880374,residential,Playmoor Street
149678121,1459392506,0,94.57603293889169,secondary,North Santa Rosa Street
149680785,7150310377,0,64.17948640926328,residential,Urban Loop
149680785,7150310372,0,37.38094123791505,tertiary,West Nueva Street
149680785,10791827795,0,8.056960951412162,tertiary,West Nueva Street
149680822,11255832078,0,8.322878626266217,service,Unnamed
149680822,149680830,0,11.537208095026969,residential,Urban Loop
149680822,8004636750,0,18.694731905685064,residential,Urban Loop
149680830,11255832079,0,8.150033674290556,service,Unnamed
149680830,7436899809,0,60.44240191947326,residential,Urban Loop
149680830,149680822,0,11.537208095026969,residential,Urban Loop
149680844,11255832057,0,8.926402970902059,residential,Urban Loop
149680844,1666064742,0,13.455254781195427,residential,Urban Loop
149680844,6647021717,0,6.160483871278189,secondary,South Santa Rosa Street
149685494,11257833147,0,6.20854974463455,residential,City Street
149685494,6665193332,0,55.14468384867652,residential,East Arsenal Street
149685494,2831912522,0,72.74707462986949,residential,East Arsenal Street
149685496,11257826013,0,134.1168586944417,residential,City Street
