u,v,key,osmid,highway,lanes,oneway,reversed,length,geometry,ref,name,bridge,maxspeed,service,access,tunnel,width
6479742530,6479742529,0,690614588,service,,False,False,15.738631843037073,"LINESTRING (-98.4760607 29.4230421, -98.4762232 29.4230425)",,,,,parking_aisle,,,
6479742531,6479742534,0,690614591,service,,False,False,15.134174644552006,"LINESTRING (-98.4760493 29.423626, -98.476048 29.4237621)",,,,,parking_aisle,,,
6479742531,6479742531,0,690614591,service,,False,False,84.10597751632102,"LINESTRING (-98.4760493 29.423626, -98.4759441 29.4236254, -98.4759454 29.4233398, -98.4760521 29.4233398, -98.4760493 29.423626)",,,,,parking_aisle,,,
6479742531,6479742531,1,690614591,service,,False,True,84.10597751632102,"LINESTRING (-98.4760493 29.423626, -98.4760521 29.4233398, -98.4759454 29.4233398, -98.4759441 29.4236254, -98.4760493 29.423626)",,,,,parking_aisle,,,
6479742534,149872442,0,156137179,residential,,False,False,54.23715611112732,"LINESTRING (-98.476048 29.4237621, -98.475488 29.4237618)",,East Crockett Street,,,,,,
6479742534,149538881,0,156137179,residential,,False,True,16.83288926357089,"LINESTRING (-98.476048 29.4237621, -98.4762218 29.4237622)",,East Crockett Street,,,,,,
6479742534,6479742531,0,690614591,service,,False,True,15.134174644552006,"LINESTRING (-98.476048 29.4237621, -98.4760493 29.423626)",,,,,parking_aisle,,,
6479742536,6479742537,0,690614593,service,,False,True,22.46024812762934,"LINESTRING (-98.475849 29.4225922, -98.4760809 29.4225922)",,,,,parking_aisle,,,
6479742536,6479742538,0,690614595,service,,False,False,13.89960142819721,"LINESTRING (-98.475849 29.4225922, -98.4758482 29.4224672)",,,,,parking_aisle,,,
6479742536,6479742540,0,690614595,service,,False,True,71.67220585426428,"LINESTRING (-98.475849 29.4225922, -98.4758509 29.4229123, -98.4762234 29.422914)",,,,,parking_aisle,,,
6479742537,6479742536,0,690614593,service,,False,False,22.46024812762934,"LINESTRING (-98.4760809 29.4225922, -98.475849 29.4225922)",,,,,parking_aisle,,,
6479742538,149676143,0,274611037,residential,,False,False,34.9565148739011,"LINESTRING (-98.4758482 29.4224672, -98.4754873 29.4224707)",,North Center Street,,,,,,
6479742538,149538885,0,274611037,residential,,False,True,36.42884282541831,"LINESTRING (-98.4758482 29.4224672, -98.4762243 29.4224635)",,North Center Street,,,,,,
6479742538,6479742536,0,690614595,service,,False,True,13.89960142819721,"LINESTRING (-98.4758482 29.4224672, -98.475849 29.4225922)",,,,,parking_aisle,,,
6479742540,149538885,0,156137198,tertiary,,False,False,50.093461058250845,"LINESTRING (-98.4762234 29.422914, -98.4762243 29.4224635)",,North Cherry Street,,35 mph,,,,
6479742540,6479742529,0,156137198,tertiary,,False,True,14.288581389196361,"LINESTRING (-98.4762234 29.422914, -98.4762232 29.4230425)",,North Cherry Street,,35 mph,,,,
6479742540,6479742536,0,690614595,service,,False,False,71.67220585426428,"LINESTRING (-98.4762234 29.422914, -98.4758509 29.4229123, -98.475849 29.4225922)",,,,,parking_aisle,,,
6479742572,6479742573,0,690614608,service,,False,True,21.163970582064835,"LINESTRING (-98.4787792 29.4224747, -98.4787832 29.422665)",,,,,,,,
6479742572,6479742768,0,"[1308295313, 1308295311]",unclassified,,False,False,28.451526851131494,"LINESTRING (-98.4787792 29.4224747, -98.4786538 29.4224766, -98.4784855 29.4224734)",,North Center Street,,,,,,
6479742572,6479742764,0,"[1308295310, 1308295311]",unclassified,,False,True,26.23804596876589,"LINESTRING (-98.4787792 29.4224747, -98.478855 29.4224754, -98.4790501 29.4224759)",,North Center Street,,,,,,
6479742573,6479742572,0,690614608,service,,False,False,21.163970582064835,"LINESTRING (-98.4787832 29.422665, -98.4787792 29.4224747)",,,,,,,,
6479742574,150026154,0,15166008,unclassified,,False,True,11.561648064498838,"LINESTRING (-98.4782811 29.421734, -98.4783291 29.4216388)",,North Hoefgen Avenue,,,,,,
6479742574,149676133,0,"[15166008, 1306901212, 1306901213]",unclassified,,False,False,83.15150758665855,"LINESTRING (-98.4782811 29.421734, -98.4782168 29.4219189, -98.4782005 29.4219655, -98.4781878 29.4220578, -98.4781844 29.4223213, -98.4781824 29.4224707)",,North Hoefgen Avenue,,,,,,
6479742574,6486956099,0,"[1309901283, 1309901284]",footway,,False,False,12.919076533819503,"LINESTRING (-98.4782811 29.421734, -98.478224 29.4217231, -98.478244 29.4216602)",,,,,,,,
6479742574,12128130385,0,"[1309901284, 1309901285]",footway,,False,True,9.35866024543255,"LINESTRING (-98.4782811 29.421734, -98.4783433 29.4217459, -98.4783708 29.4217301)",,,,,,,,
6479742576,5796201055,0,15186821,unclassified,,False,False,10.037860068893101,"LINESTRING (-98.4786656 29.420556, -98.4786882 29.4204679)",,Hoefgen Avenue,,,,,,
6479742576,149627603,0,15186821,unclassified,,False,True,49.191623997513084,"LINESTRING (-98.4786656 29.420556, -98.4785266 29.4209815)",,Hoefgen Avenue,,,,,,
6479742576,12128130307,0,690614609,service,,False,True,5.090287371838933,"LINESTRING (-98.4786656 29.420556, -98.4787165 29.4205674)",,,,,parking_aisle,,,
6479742577,149923060,0,612307917,service,,False,False,16.81952108454888,"LINESTRING (-98.4789242 29.4206137, -98.4789656 29.4204668)",,,,,parking_aisle,,,
6479742577,12391459401,0,612307917,service,,False,True,45.22790432232213,"LINESTRING (-98.4789242 29.4206137, -98.4788128 29.4210087)",,,,,parking_aisle,,,
6479742577,12128130307,0,690614609,service,,False,False,20.765136326849813,"LINESTRING (-98.4789242 29.4206137, -98.4787165 29.4205674)",,,,,parking_aisle,,,
6479742578,12128130374,0,15138349,unclassified,,False,False,20.38483814855116,"LINESTRING (-98.4788032 29.4210426, -98.4785992 29.4209975)",,Heiman Street,,,,,,
6479742578,12391459401,0,612307917,service,,False,False,3.8824950172992407,"LINESTRING (-98.4788032 29.4210426, -98.4788128 29.4210087)",,,,,parking_aisle,,,
6479742578,12128130390,0,"[15146816, 1308512804, 1308512805, 1308512806, 1308512807, 15138349]",unclassified,,False,True,140.17594199363833,"LINESTRING (-98.4788032 29.4210426, -98.479467 29.421189, -98.479502 29.421204, -98.479532 29.421222, -98.479546 29.421258, -98.47955 29.421329, -98.479528 29.42139, -98.4794739 29.4215023, -98.4794075 29.4216291, -98.4793371 29.4217471, -98.4793156 29.4217722)",,"['Sycamore Street', 'Heiman Street']",,,,,,
6479742580,150057442,0,15171388,residential,,False,False,76.68030449423422,"LINESTRING (-98.4755217 29.4204493, -98.47473 29.42045)",,Shadrach Street,,,,,,
6479742580,6479742584,0,15171388,residential,,False,True,49.48334396908182,"LINESTRING (-98.4755217 29.4204493, -98.4760326 29.4204489)",,Shadrach Street,,,,,,
6479742580,149963367,0,690614612,service,,False,True,60.585195621638455,"LINESTRING (-98.4755217 29.4204493, -98.4755297 29.4208879, -98.4755122 29.420993)",,,,,parking_aisle,,,
6479742582,149963367,0,169549417,primary,4,False,True,45.34161752126972,"LINESTRING (-98.4759651 29.4210962, -98.4755122 29.420993)",,East Commerce Street,,,,,,
6479742582,149538888,0,169549417,primary,4,False,False,26.493720789908135,"LINESTRING (-98.4759651 29.4210962, -98.4760913 29.4211262, -98.476229 29.4211589)",,East Commerce Street,,,,,,
6479742582,6479742584,0,690614614,service,,True,False,72.83706280875157,"LINESTRING (-98.4759651 29.4210962, -98.4760085 29.420972, -98.4760132 29.4206116, -98.4760299 29.4205614, -98.4760326 29.4204489)",,,,,parking_aisle,,,
6479742584,6479742580,0,15171388,residential,,False,False,49.48334396908182,"LINESTRING (-98.4760326 29.4204489, -98.4755217 29.4204493)",,Shadrach Street,,,,,,
6479742584,149683888,0,15171388,residential,,False,True,19.0514317612657,"LINESTRING (-98.4760326 29.4204489, -98.4762293 29.4204487)",,Shadrach Street,,,,,,
6479742687,149683891,0,15142309,tertiary,,False,False,30.72320316007872,"LINESTRING (-98.4762295 29.4201116, -98.4762296 29.4198353)",,South Cherry Street,,35 mph,,,,
6479742687,149683888,0,15142309,tertiary,,False,True,37.48386772885624,"LINESTRING (-98.4762295 29.4201116, -98.4762293 29.4204487)",,South Cherry Street,,35 mph,,,,
6479742687,6479742688,0,690614616,service,,False,False,76.25500818499194,"LINESTRING (-98.4762295 29.4201116, -98.4766965 29.4201122, -98.4766965 29.4198332)",,,,,parking_aisle,,,
6479742688,6479742718,0,15149354,residential,,False,False,24.747014355534066,"LINESTRING (-98.4766965 29.4198332, -98.476441 29.4198344)",,Idaho Street,,,,,,
6479742688,6479742717,0,15149354,residential,,False,True,41.43544666582671,"LINESTRING (-98.4766965 29.4198332, -98.4771243 29.4198313)",,Idaho Street,,,,,,
6479742688,6479742687,0,690614616,service,,False,True,76.25500818499194,"LINESTRING (-98.4766965 29.4198332, -98.4766965 29.4201122, -98.4762295 29.4201116)",,,,,parking_aisle,,,
6479742691,6479742714,0,690614629,service,,False,True,57.78278950246777,"LINESTRING (-98.4774991 29.4198884, -98.4775266 29.4193693)",,,,,parking_aisle,,,
6479742691,6479742717,0,"[690614618, 15149354]","['residential', 'service']",,False,False,36.977245184343104,"LINESTRING (-98.4774991 29.4198884, -98.4773523 29.4198587, -98.477189 29.419831, -98.4771243 29.4198313)",,Idaho Street,,,parking_aisle,,,
6479742691,6479742694,0,690614629,service,,False,False,105.65623289114706,"LINESTRING (-98.4774991 29.4198884, -98.4774931 29.4200024, -98.4774515 29.4201169, -98.4773214 29.4201753, -98.4772114 29.420229, -98.4771109 29.4203599, -98.4770907 29.4206286, -98.4770906 29.4206805)",,,,,parking_aisle,,,
6479742692,6479742693,0,690614620,service,,False,True,56.155134369629685,"LINESTRING (-98.4772969 29.4211865, -98.4773013 29.4206815)",,,,,parking_aisle,,,
6479742692,6479742693,1,690614627,service,,False,True,95.93160869616142,"LINESTRING (-98.4772969 29.4211865, -98.4774824 29.4212243, -98.477479 29.4206823, -98.4773013 29.4206815)",,,,,parking_aisle,,,
6479742692,6479742696,0,690614627,service,,False,False,23.219749049492908,"LINESTRING (-98.4772969 29.4211865, -98.4770635 29.4211388)",,,,,parking_aisle,,,
6479742693,6479742692,0,690614620,service,,False,False,56.155134369629685,"LINESTRING (-98.4773013 29.4206815, -98.4772969 29.4211865)",,,,,parking_aisle,,,
6479742693,6479742692,1,690614627,service,,False,False,95.9316086961614,"LINESTRING (-98.4773013 29.4206815, -98.477479 29.4206823, -98.4774824 29.4212243, -98.4772969 29.4211865)",,,,,parking_aisle,,,
6479742693,6479742694,0,690614627,service,,False,True,20.40764794347078,"LINESTRING (-98.4773013 29.4206815, -98.4770906 29.4206805)",,,,,parking_aisle,,,
6479742694,6479742693,0,690614627,service,,False,False,20.40764794347078,"LINESTRING (-98.4770906 29.4206805, -98.4773013 29.4206815)",,,,,parking_aisle,,,
6479742694,6479742696,0,690614629,service,,False,False,51.24279893410137,"LINESTRING (-98.4770906 29.4206805, -98.4770894 29.4210397, -98.4770635 29.4211388)",,,,,parking_aisle,,,
6479742694,6479742691,0,690614629,service,,False,True,105.65623289114706,"LINESTRING (-98.4770906 29.4206805, -98.4770907 29.4206286, -98.4771109 29.4203599, -98.4772114 29.420229, -98.4773214 29.4201753, -98.4774515 29.4201169, -98.4774931 29.4200024, -98.4774991 29.4198884)",,,,,parking_aisle,,,
6479742696,6479742701,0,690614627,service,,False,False,70.42093495048921,"LINESTRING (-98.4770635 29.4211388, -98.4763556 29.4209943)",,,,,parking_aisle,,,
6479742696,6479742692,0,690614627,service,,False,True,23.219749049492908,"LINESTRING (-98.4770635 29.4211388, -98.4772969 29.4211865)",,,,,parking_aisle,,,
6479742696,6479742706,0,690614629,service,,False,False,22.04564919823508,"LINESTRING (-98.4770635 29.4211388, -98.4770543 29.4211739, -98.4770129 29.4213321)",,,,,parking_aisle,,,
6479742696,6479742694,0,690614629,service,,False,True,51.24279893410137,"LINESTRING (-98.4770635 29.4211388, -98.4770894 29.4210397, -98.4770906 29.4206805)",,,,,parking_aisle,,,
6479742699,6479742700,0,690614622,service,,False,True,24.77756136879518,"LINESTRING (-98.4763542 29.4208511, -98.47661 29.420854)",,,,,parking_aisle,,,
6479742699,6479742701,0,690614625,service,,False,False,15.923713329229788,"LINESTRING (-98.4763542 29.4208511, -98.4763556 29.4209943)",,,,,parking_aisle,,,
6479742699,6479742703,0,690614625,service,,False,True,32.1513914551406,"LINESTRING (-98.4763542 29.4208511, -98.4763525 29.4206694, -98.4762292 29.4206665)",,,,,parking_aisle,,,
6479742700,6479742699,0,690614622,service,,False,False,24.77756136879518,"LINESTRING (-98.47661 29.420854, -98.4763542 29.4208511)",,,,,parking_aisle,,,
6479742701,6479742699,0,690614625,service,,False,True,15.923713329229788,"LINESTRING (-98.4763556 29.4209943, -98.4763542 29.4208511)",,,,,parking_aisle,,,
6479742701,6479742696,0,690614627,service,,False,True,70.42093495048921,"LINESTRING (-98.4763556 29.4209943, -98.4770635 29.4211388)",,,,,parking_aisle,,,
6479742701,6479742704,0,690614627,service,,False,False,12.583506488875647,"LINESTRING (-98.4763556 29.4209943, -98.4763081 29.4209846, -98.4762291 29.4209685)",,,,,parking_aisle,,,
6479742703,149683888,0,15142309,tertiary,,False,False,24.21829117129136,"LINESTRING (-98.4762292 29.4206665, -98.4762293 29.4204487)",,South Cherry Street,,35 mph,,,,
6479742703,6479742704,0,15142309,tertiary,,False,True,33.580916681970216,"LINESTRING (-98.4762292 29.4206665, -98.4762291 29.4209685)",,South Cherry Street,,35 mph,,,,
6479742703,6479742699,0,690614625,service,,False,False,32.1513914551406,"LINESTRING (-98.4762292 29.4206665, -98.4763525 29.4206694, -98.4763542 29.4208511)",,,,,parking_aisle,,,
6479742704,6479742703,0,15142309,tertiary,,False,False,33.580916681970216,"LINESTRING (-98.4762291 29.4209685, -98.4762292 29.4206665)",,South Cherry Street,,35 mph,,,,
6479742704,149538888,0,15142309,tertiary,,False,True,21.171546156340128,"LINESTRING (-98.4762291 29.4209685, -98.476229 29.4211589)",,South Cherry Street,,35 mph,,,,
6479742704,6479742701,0,690614627,service,,False,True,12.583506488875647,"LINESTRING (-98.4762291 29.4209685, -98.4763081 29.4209846, -98.4763556 29.4209943)",,,,,parking_aisle,,,
6479742706,10230383334,0,157389487,primary,4,False,False,9.801140116397411,"LINESTRING (-98.4770129 29.4213321, -98.4771104 29.4213557)",,East Commerce Street,,,,,,
6479742706,149538888,0,157389487,primary,4,False,True,78.32874779242164,"LINESTRING (-98.4770129 29.4213321, -98.476229 29.4211589)",,East Commerce Street,,,,,,
6479742706,6479742696,0,690614629,service,,False,True,22.04564919823508,"LINESTRING (-98.4770129 29.4213321, -98.4770543 29.4211739, -98.4770635 29.4211388)",,,,,parking_aisle,,,
6479742714,6479742691,0,690614629,service,,False,False,57.78278950246777,"LINESTRING (-98.4775266 29.4193693, -98.4774991 29.4198884)",,,,,parking_aisle,,,
6479742715,6479742717,0,690614632,service,,False,False,145.02000134686102,"LINESTRING (-98.4769151 29.4187034, -98.4771162 29.4187023, -98.4771243 29.4198313)",,,,,parking_aisle,,,
6479742717,6479742688,0,15149354,residential,,False,False,41.43544666582671,"LINESTRING (-98.4771243 29.4198313, -98.4766965 29.4198332)",,Idaho Street,,,,,,
6479742717,6479742691,0,"[15149354, 690614618]","['residential', 'service']",,False,True,36.977245184343104,"LINESTRING (-98.4771243 29.4198313, -98.477189 29.419831, -98.4773523 29.4198587, -98.4774991 29.4198884)",,Idaho Street,,,parking_aisle,,,
6479742717,6479742715,0,690614632,service,,False,True,145.02000134686102,"LINESTRING (-98.4771243 29.4198313, -98.4771162 29.4187023, -98.4769151 29.4187034)",,,,,parking_aisle,,,
6479742718,149683891,0,15149354,residential,,False,False,20.475558584196136,"LINESTRING (-98.476441 29.4198344, -98.4762296 29.4198353)",,Idaho Street,,,,,,
6479742718,6479742688,0,15149354,residential,,False,True,24.747014355534066,"LINESTRING (-98.476441 29.4198344, -98.4766965 29.4198332)",,Idaho Street,,,,,,
6479742718,6479742719,0,690614634,service,,False,True,125.49478980506255,"LINESTRING (-98.476441 29.4198344, -98.4764417 29.4187058)",,,,,parking_aisle,,,
6479742719,6479742718,0,690614634,service,,False,False,125.49478980506255,"LINESTRING (-98.4764417 29.4187058, -98.476441 29.4198344)",,,,,parking_aisle,,,
6479742756,6479742757,0,690614655,service,,False,False,17.84087839215245,"LINESTRING (-98.4797674 29.4224584, -98.4797253 29.4226146)",,,,,parking_aisle,,,
6479742756,6479742762,0,690614657,service,,False,False,18.448466161819614,"LINESTRING (-98.4797674 29.4224584, -98.479952 29.4224993)",,,,,parking_aisle,,,
6479742756,6479742763,0,690614657,service,,False,True,35.83620430257356,"LINESTRING (-98.4797674 29.4224584, -98.4794088 29.422379)",,,,,parking_aisle,,,
6479742756,6479742761,0,"[690614648, 690614651, 690614655]",service,,False,True,43.4336241797034,"LINESTRING (-98.4797674 29.4224584, -98.4797998 29.4223381, -98.479834 29.42232, -98.4798662 29.4223177, -98.4799111 29.4223272, -98.4800109 29.4223484, -98.4800938 29.422366)",,,,,parking_aisle,,,
6479742757,6345575098,0,15141747,unclassified,,False,False,13.359888348126189,"LINESTRING (-98.4797253 29.4226146, -98.4795917 29.4225847)",,North Center Street,,,,,,
6479742757,6479742756,0,690614655,service,,False,True,17.84087839215245,"LINESTRING (-98.4797253 29.4226146, -98.4797674 29.4224584)",,,,,parking_aisle,,,
6479742757,149676117,0,"[15141747, 1308295308]",unclassified,,False,True,27.469918998106202,"LINESTRING (-98.4797253 29.4226146, -98.4798883 29.4226494, -98.48 29.422676)",,North Center Street,,,,,,
6479742761,149676117,0,15163817,unclassified,,True,False,35.647551128447375,"LINESTRING (-98.4800938 29.422366, -98.48 29.422676)",,Chestnut Street,,,,,,
6479742761,6479742756,0,"[690614648, 690614651, 690614655]",service,,False,False,43.4336241797034,"LINESTRING (-98.4800938 29.422366, -98.4800109 29.4223484, -98.4799111 29.4223272, -98.4798662 29.4223177, -98.479834 29.42232, -98.4797998 29.4223381, -98.4797674 29.4224584)",,,,,parking_aisle,,,
6479742762,6479742756,0,690614657,service,,False,True,18.448466161819614,"LINESTRING (-98.479952 29.4224993, -98.4797674 29.4224584)",,,,,parking_aisle,,,
6479742763,6479742756,0,690614657,service,,False,False,35.83620430257356,"LINESTRING (-98.4794088 29.422379, -98.4797674 29.4224584)",,,,,parking_aisle,,,
6479742764,6479742765,0,690614659,service,,False,True,27.010551749261634,"LINESTRING (-98.4790501 29.4224759, -98.4790474 29.422233)",,,,,parking_aisle,,,
6479742764,6345575098,0,"[15141747, 1308295309]",unclassified,,False,True,53.94288339760542,"LINESTRING (-98.4790501 29.4224759, -98.479083 29.422476, -98.479173 29.422491, -98.4792432 29.4225034, -98.479468 29.422557, -98.4795917 29.4225847)",,North Center Street,,,,,,
6479742764,6479742572,0,"[1308295310, 1308295311]",unclassified,,False,False,26.23804596876589,"LINESTRING (-98.4790501 29.4224759, -98.478855 29.4224754, -98.4787792 29.4224747)",,North Center Street,,,,,,
6479742765,6479742764,0,690614659,service,,False,False,27.010551749261634,"LINESTRING (-98.4790474 29.422233, -98.4790501 29.4224759)",,,,,parking_aisle,,,
6479742766,6479742768,0,1308295312,unclassified,,False,True,12.019676584840761,"LINESTRING (-98.4783614 29.4224728, -98.4784855 29.4224734)",,North Center Street,,,,,,
6479742766,6479742768,1,690614661,service,,False,False,110.2835487279077,"LINESTRING (-98.4783614 29.4224728, -98.4783722 29.4220163, -98.4784902 29.4220449, -98.4784855 29.4224734)",,,,,parking_aisle,,,
6479742766,149676133,0,1308295314,unclassified,,False,False,17.338308951803384,"LINESTRING (-98.4783614 29.4224728, -98.4781824 29.4224707)",,North Center Street,,,,,,
6479742768,6479742766,0,1308295312,unclassified,,False,False,12.019676584840761,"LINESTRING (-98.4784855 29.4224734, -98.4783614 29.4224728)",,North Center Street,,,,,,
6479742768,6479742766,1,690614661,service,,False,True,110.2835487279077,"LINESTRING (-98.4784855 29.4224734, -98.4784902 29.4220449, -98.4783722 29.4220163, -98.4783614 29.4224728)",,,,,parking_aisle,,,
6479742768,6479742572,0,"[1308295313, 1308295311]",unclassified,,False,True,28.451526851131494,"LINESTRING (-98.4784855 29.4224734, -98.4786538 29.4224766, -98.4787792 29.4224747)",,North Center Street,,,,,,
6479742770,6479742771,0,690614663,service,,False,False,25.687012904453297,"LINESTRING (-98.4751197 29.4214807, -98.4748545 29.4214784)",,,,,parking_aisle,,,
6479742770,6479742772,0,690614663,service,,False,True,26.655617254883932,"LINESTRING (-98.4751197 29.4214807, -98.4753949 29.4214831)",,,,,parking_aisle,,,
6479742770,6479742773,0,690614666,service,,False,False,18.903203933666816,"LINESTRING (-98.4751197 29.4214807, -98.4751193 29.4216507)",,,,,parking_aisle,,,
6479742770,6479742775,0,690614666,service,,False,True,14.677779811722193,"LINESTRING (-98.4751197 29.4214807, -98.47512 29.4213487)",,,,,parking_aisle,,,
6479742771,6479742770,0,690614663,service,,False,True,25.687012904453297,"LINESTRING (-98.4748545 29.4214784, -98.4751197 29.4214807)",,,,,parking_aisle,,,
6479742772,6479742770,0,690614663,service,,False,False,26.655617254883932,"LINESTRING (-98.4753949 29.4214831, -98.4751197 29.4214807)",,,,,parking_aisle,,,
6479742773,6479742770,0,690614666,service,,False,True,18.903203933666816,"LINESTRING (-98.4751193 29.4216507, -98.4751197 29.4214807)",,,,,parking_aisle,,,
6479742773,6479742778,0,690614670,service,,False,False,25.521131671935514,"LINESTRING (-98.4751193 29.4216507, -98.4748558 29.4216513)",,,,,parking_aisle,,,
6479742773,6479742779,0,690614670,service,,False,True,24.814099675182355,"LINESTRING (-98.4751193 29.4216507, -98.4753755 29.4216501)",,,,,parking_aisle,,,
6479742774,8178627055,0,15155052,residential,,False,False,33.40300876753921,"LINESTRING (-98.4747304 29.4213435, -98.4747306 29.4216439)",,North Mesquite Street,,,,,,
6479742774,149636874,0,15155052,residential,,False,True,21.738641025369333,"LINESTRING (-98.4747304 29.4213435, -98.4747303 29.421148)",,North Mesquite Street,,,,,,
6479742774,6479742775,0,690614668,service,,False,True,37.738884317421025,"LINESTRING (-98.4747304 29.4213435, -98.47512 29.4213487)",,,,,,,,
6479742775,6479742770,0,690614666,service,,False,False,14.677779811722193,"LINESTRING (-98.47512 29.4213487, -98.4751197 29.4214807)",,,,,parking_aisle,,,
6479742775,6479742774,0,690614668,service,,False,False,37.738884317421025,"LINESTRING (-98.47512 29.4213487, -98.4747304 29.4213435)",,,,,,,,
6479742775,6479742777,0,690614668,service,,False,True,35.645144456319784,"LINESTRING (-98.47512 29.4213487, -98.475287 29.4213306, -98.4754867 29.4213341)",,,,,,,,
6479742777,149676143,0,15160774,residential,,False,False,126.38434552117967,"LINESTRING (-98.4754867 29.4213341, -98.4754873 29.4224707)",,North Swiss Street,,,,,,
6479742777,149963367,0,15160774,residential,,False,True,38.19146853786667,"LINESTRING (-98.4754867 29.4213341, -98.4754866 29.421097, -98.4755122 29.420993)",,North Swiss Street,,,,,,
6479742777,6479742775,0,690614668,service,,False,False,35.645144456319784,"LINESTRING (-98.4754867 29.4213341, -98.475287 29.4213306, -98.47512 29.4213487)",,,,,,,,
6479742778,6479742773,0,690614670,service,,False,True,25.521131671935514,"LINESTRING (-98.4748558 29.4216513, -98.4751193 29.4216507)",,,,,parking_aisle,,,
6479742779,6479742773,0,690614670,service,,False,False,24.814099675182355,"LINESTRING (-98.4753755 29.4216501, -98.4751193 29.4216507)",,,,,parking_aisle,,,
6479742780,6479742788,0,690614672,service,,False,True,18.6157390220308,"LINESTRING (-98.4773554 29.422592, -98.4771632 29.4225907)",,,,,parking_aisle,,,
6479742780,6479742783,0,690614674,service,,False,False,13.86630092594134,"LINESTRING (-98.4773554 29.422592, -98.4773563 29.4224673)",,,,,parking_aisle,,,
6479742780,6479742784,0,690614674,service,,False,True,117.27952799669693,"LINESTRING (-98.4773554 29.422592, -98.4773482 29.4236467)",,,,,parking_aisle,,,
6479742780,6479742784,1,"[690614672, 690614681]",service,,False,False,157.1489377456132,"LINESTRING (-98.4773554 29.422592, -98.4775601 29.4225934, -98.4775548 29.4236484, -98.4773482 29.4236467)",,,,,parking_aisle,,,
6479742782,6479742788,0,690614672,service,,False,False,19.94267396693545,"LINESTRING (-98.4769573 29.4225893, -98.4771632 29.4225907)",,,,,parking_aisle,,,
6479742782,6479742787,0,690614676,service,,False,True,13.710931954843016,"LINESTRING (-98.4769573 29.4225893, -98.476956 29.422466)",,,,,parking_aisle,,,
6479742782,6479742785,0,690614676,service,,False,False,66.23478801636644,"LINESTRING (-98.4769573 29.4225893, -98.476962 29.423011, -98.4771617 29.4230104)",,,,,parking_aisle,,,
6479742783,6479742780,0,690614674,service,,False,True,13.86630092594134,"LINESTRING (-98.4773563 29.4224673, -98.4773554 29.422592)",,,,,parking_aisle,,,
6479742783,6479742787,0,1308295307,residential,,True,False,38.77063789998771,"LINESTRING (-98.4773563 29.4224673, -98.476956 29.422466)",,North Center Street,,,,,,
6479742784,6479742780,0,690614674,service,,False,False,117.27952799669693,"LINESTRING (-98.4773482 29.4236467, -98.4773554 29.422592)",,,,,parking_aisle,,,
6479742784,6479742780,1,"[690614672, 690614681]",service,,False,True,157.1489377456132,"LINESTRING (-98.4773482 29.4236467, -98.4775548 29.4236484, -98.4775601 29.4225934, -98.4773554 29.422592)",,,,,parking_aisle,,,
6479742784,6479741162,0,690614681,service,,False,False,18.267183177331724,"LINESTRING (-98.4773482 29.4236467, -98.4771596 29.4236451)",,,,,parking_aisle,,,
6479742785,6479742788,0,690614679,service,,False,False,46.66880276626639,"LINESTRING (-98.4771617 29.4230104, -98.4771632 29.4225907)",,,,,parking_aisle,,,
6479742785,6479741162,0,690614679,service,,False,True,70.57581271265752,"LINESTRING (-98.4771617 29.4230104, -98.4771596 29.4236451)",,,,,parking_aisle,,,
6479742785,6479742782,0,690614676,service,,False,True,66.23478801636644,"LINESTRING (-98.4771617 29.4230104, -98.476962 29.423011, -98.4769573 29.4225893)",,,,,parking_aisle,,,
6479742787,6479742782,0,690614676,service,,False,False,13.710931954843016,"LINESTRING (-98.476956 29.422466, -98.4769573 29.4225893)",,,,,parking_aisle,,,
6479742787,149538885,0,1308295307,residential,,True,False,70.86809231923311,"LINESTRING (-98.476956 29.422466, -98.4762243 29.4224635)",,North Center Street,,,,,,
6479742788,6479742780,0,690614672,service,,False,False,18.6157390220308,"LINESTRING (-98.4771632 29.4225907, -98.4773554 29.422592)",,,,,parking_aisle,,,
6479742788,6479742782,0,690614672,service,,False,True,19.94267396693545,"LINESTRING (-98.4771632 29.4225907, -98.4769573 29.4225893)",,,,,parking_aisle,,,
6479742788,6479742785,0,690614679,service,,False,True,46.66880276626639,"LINESTRING (-98.4771632 29.4225907, -98.4771617 29.4230104)",,,,,parking_aisle,,,
6479742789,6479741162,0,690614679,service,,False,False,13.665961589239018,"LINESTRING (-98.4771591 29.423768, -98.4771596 29.4236451)",,,,,parking_aisle,,,
6479742789,10586511466,0,"[1308509897, 156137180]",residential,,True,False,31.819317119869922,"LINESTRING (-98.4771591 29.423768, -98.4773134 29.4237708, -98.4774876 29.4237701)",,East Crockett Street,,,,,,
6479742790,6479741162,0,690614681,service,,False,True,18.518987293895652,"LINESTRING (-98.4769684 29.4236435, -98.4771596 29.4236451)",,,,,parking_aisle,,,
6479742790,6479742790,0,690614681,service,,False,False,119.69872766077735,"LINESTRING (-98.4769684 29.4236435, -98.4767615 29.4236418, -98.4767655 29.4232838, -98.4769724 29.4232855, -98.4769684 29.4236435)",,,,,parking_aisle,,,
6479742790,6479742790,1,690614681,service,,False,True,119.69872766077735,"LINESTRING (-98.4769684 29.4236435, -98.4769724 29.4232855, -98.4767655 29.4232838, -98.4767615 29.4236418, -98.4769684 29.4236435)",,,,,parking_aisle,,,
